Sno,Candidate,Constituency,Party,Result,Criminal Cases,Cases details(convicted),Cases details(accused),Serious IPC Detail,Other IPC Detail,Education,Movable Assets,Immovable Assets,Total Assets,Liabilities,PAN Given (Y or N)  
169,CHANNAHOSUR SIDRAI GANGAPPA,Belgaum Dakshin,BSP,L,0,No Cases ,No Cases,,,not_given,620000,550000,1170000,300000,Y 
170,MAHESH MANOHAR LAD,Belgaum Dakshin,IND,L,0,No Cases ,No Cases,,,graduate,90000,0,90000,0,N 
171,ABHAY PATIL,Belgaum Dakshin,BJP,W,1,No Cases ,"(1):IPC Sections -   , Other Details - Sec- 174(A), 146,145(B),147  OF RAILWAY ACT  
",,,10th,919656,36547965,37467621,268288,Y 
172,PRAMOD BALASAHEB PATIL,Belgaum Dakshin,JD(S),L,0,No Cases ,No Cases,,,graduate,796000,1250000,2046000,4300000,N 
173,MARUTI DAULATRAO SHINDE,Belgaum Dakshin,SP,L,0,No Cases ,No Cases,,,12th,145000,0,145000,0,N 
174,DALVI DEEPAK ARJUNRAO,Belgaum Dakshin,IND,L,5,No Cases ,"(1):IPC Sections -  143, 147, 427, 186 , Other Details - Sec. 149 of the India Panel Code & Sec. 2(a) of KPDP Act,C.C.No.843/07 
(2):IPC Sections -  143, 147, 148, 353, 332, 504, 427, 307, 109 , Other Details - Sec. 149 of the India Panel Code & Sec. 2(a) of KPDP Act,S.C.No.-100/07 
(3):IPC Sections -  143, 147, 341, 307, 353, 427, 109 , Other Details - Sec. 149 of the India Panel Code & Sec. 2(a) of KPDP Act,S.C.No.-27/08 
(4):IPC Sections -  143, 147, 148, 307, 353, 427, 114 , Other Details - Sec. 149 of the India Panel Code & Sec. 2(a) of KPDP Act,S.C.No.-51/07 
(5):IPC Sections -  143, 147, 148, 427 , Other Details - Sec. 149 of the India Panel Code,Cr.No.-63/08 
","3 charges related to Attempt to murder (IPC Section-307) 
","5 charges related to Punishment (IPC Section-143) 
5 charges related to  rioting (IPC Section-147) 
5 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427) 
3 charges related to Rioting, armed with deadly weapon (IPC Section-148) 
3 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 
2 charges related to Punishment of abetment if the act abetted is committed in consequence, and where no express provision is made for its punishment (IPC Section-109) 
1 charges related to Obstructing public servant in discharge of public functions (IPC Section-186) 
1 charges related to Voluntarily causing hurt to deter public servant from his duty (IPC Section-332) 
1 charges related to Intentional insult with intent to 	provoke breach of the peace (IPC Section-504) 
1 charges related to  wrongful restraint (IPC Section-341) 
1 charges related to Abettor present when offence is committed (IPC Section-114) 
",12th,4166618,9369908,13536526,0,Y 
175,PATIL SAMBHAJI LAXMAN,Belgaum Dakshin,INC,L,1,No Cases ,"(1):IPC Sections -   , Other Details - 79 80 KP Act, 32,34 Karnataka Excise Act 
",,,5th,7641300,39657555,47298855,4669750,Y 
176,PRAKASH RAMCHANDRA SHIROLKAR,Belgaum Dakshin,SHS,L,2,No Cases ,"(1):IPC Sections -  143, 147, 148, 353, 336, 427 , Other Details - 2(A) K.P.D.P Act  
(2):IPC Sections -  138 , Other Details - NI Act 
",,"1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 
1 charges related to Act endangering life or personal safety of others (IPC Section-336) 
1 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427) 
1 charges related to Abetment of act of insubordination by soldier, sailor or airman (IPC Section-138) 
1 charges related to Punishment (IPC Section-143) 
1 charges related to  rioting (IPC Section-147) 
1 charges related to Rioting, armed with deadly weapon (IPC Section-148) 
",graduate_professional,275000,30200000,30475000,6350000,Y 
177,MALAGI SHIVAPUTRAPPA CHANABASAPPA,Belgaum Rural,INC,L,0,No Cases ,No Cases,,,graduate,8312338,50925000,59237338,1694000,Y 
178,RAJGOLI TOUSIF,Belgaum Rural,IUML,L,0,No Cases ,No Cases,,,graduate_professional,100000,0,100000,0,Y 
179,KINEKAR MANOHAR KALLAPPA,Belgaum Rural,IND,L,0,No Cases ,No Cases,,,graduate,2086475,2800000,4886475,1255000,Y 
180,SHIVAJI KEDARI SUNTAKAR,Belgaum Rural,IND,L,0,No Cases ,No Cases,,,graduate,100000,500000,600000,540000,N 
181,RUKMINI GANGANNA GOWDA,Belgaum Rural,JD(S),L,0,No Cases ,No Cases,,,not_given,1625520,2600000,4225520,454559,N 
182,KOLLANATTI BHIMAPPA BALAPPA,Belgaum Rural,LJP,L,0,No Cases ,No Cases,,,5th,76000,4640000,4716000,30000,N 
183,BALU RAMLING ANAGOLKAR,Belgaum Rural,IND,L,0,No Cases ,No Cases,,,5th,50000,1200000,1250000,20000,N 
184,SANJAY B PATIL,Belgaum Rural,BJP,W,0,No Cases ,No Cases,,,others,2645700,24050000,26695700,2624940,Y 
185,SAHUKAR MALLASETTAPPA,Belgaum Rural,BSP,L,0,No Cases ,No Cases,,,graduate,499000,1200000,1699000,0,N 
186,AKKI SHOBHA MALLAPPA,Belgaum Rural,RAHS,L,0,No Cases ,No Cases,,,10th,9000,0,9000,0,N 
187,SHASHIKANT SHANKARRAO BALEKUNDRI,Belgaum Uttar,SP,L,0,No Cases ,No Cases,,,not_given,76950,0,76950,0,N 
188,FEROZ NURUDDIN SAIT,Belgaum Uttar,INC,W,0,No Cases ,No Cases,,,not_given,0,0,0,0,N 
189,SHANKARGOUDA I PATIL,Belgaum Uttar,BJP,L,0,No Cases ,No Cases,,,graduate,3864500,9350000,13214500,2275000,Y 
190,VIJAY PANDURANG MORE,Belgaum Uttar,IND,L,0,No Cases ,No Cases,,,12th,213630,1153000,1366630,311955,Y 
191,B.SRINIVASA,Bellary,BSP,L,0,No Cases ,No Cases,,,literate,20000,500000,520000,12000,N 
192,B.SREERAMULU,Bellary,BJP,W,12,No Cases ,"(1):IPC Sections -  143,147,148,504,323,324,307,395,341,342,149 , Other Details - 25,27 ARMS ACT 
(2):IPC Sections -  143,147,148,323,324,114,307,149 , Other Details -  
(3):IPC Sections -  143,147,341,353,149 , Other Details -  
(4):IPC Sections -  143,504,353,506,149 , Other Details -  
(5):IPC Sections -  323,504,353,506,507,149 , Other Details -  
(6):IPC Sections -  171E , Other Details - CASE NO. 2318/08 
(7):IPC Sections -  171E , Other Details - CASE NO. 2313/08 
(8):IPC Sections -  171E , Other Details - CASE NO. 180/07 
(9):IPC Sections -  171E,171B,149 , Other Details -  
(10):IPC Sections -  143,147,148,427,435,448,506,149 , Other Details -  
(11):IPC Sections -  143,147,148,448,149 , Other Details -  
(12):IPC Sections -   , Other Details - U/S 3 OF OPEN SITE DISFIGUREMENT ACT 
","2 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324) 
2 charges related to Attempt to murder (IPC Section-307) 
1 charges related to Bribery (IPC Section-171B) 
1 charges related to  dacoity (IPC Section-395) 
","8 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 
6 charges related to Punishment (IPC Section-143) 
5 charges related to  rioting (IPC Section-147) 
4 charges related to Wearing grab or carrying token used by public servant with fraudulent intent (IPC Section-171) 
4 charges related to Rioting, armed with deadly weapon (IPC Section-148) 
3 charges related to Intentional insult with intent to 	provoke breach of the peace (IPC Section-504) 
3 charges related to  voluntarily causing hurt (IPC Section-323) 
3 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 
3 charges related to  criminal intimidation (IPC Section-506) 
2 charges related to  wrongful restraint (IPC Section-341) 
2 charges related to  house-trespass (IPC Section-448) 
1 charges related to  wrongful Confinement (IPC Section-342) 
1 charges related to Abettor present when offence is committed (IPC Section-114) 
1 charges related to Criminal intimidation by an anonymous communication (IPC Section-507) 
1 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427) 
1 charges related to Mischief by destroying or moving, etc., a land- mark fixed by public authority Mischief by fire or explosive substance with intent to cause damage to amount of one hundred or (in case of agricultural produce) ten rupees (IPC Section-435) 
",graduate,84766627,107300000,192066627,0,Y 
193,K. CHENNAPPA,Bellary,JD(S),L,0,No Cases ,No Cases,,,not_given,10000,0,10000,0,N 
194,H.SIDDANNA,Bellary City,BSP,L,0,No Cases ,No Cases,,,post_graduate,175990,600000,775990,187520,N 
195,GALI SOMASHEKHARA REDDY,Bellary City,BJP,W,0,No Cases ,No Cases,,,post_graduate,52093700,235000000,287093700,190800000,Y 
196,SUBHASH CHANDRA.G. KHAPATE,Bellary City,LJP,L,0,No Cases ,No Cases,,,10th,189000,1000000,1189000,0,N 
197,NAZEER HUSSAIN,Bellary City,IND,L,0,No Cases ,No Cases,,,10th,350000,561000,911000,0,Y 
198,ANIL H.LAD,Bellary City,INC,L,0,No Cases ,No Cases,,,8th,2230041551,652112256,2882153807,357511889,Y 
199,TALLURI PARTHASARTHI,Bellary City,JD(U),L,1,No Cases ,"(1):IPC Sections -   , Other Details - FIR No.SC/540F/06 
Police Station:Bellary(Rural), Bellary Karnataka, Murder Case, 
Court:Hechuvari Jilla Sathra Nyayalaya,Bellary
Date:17/07/2005
 
",,,12th,37000,150000,187000,100000,Y 
200,K.VASANTHA BANGERA,Belthangady,INC,W,0,No Cases ,No Cases,,,12th,1744844,10700000,12444844,3060475,N 
201,THIMARODI MAHESH SHETTY,Belthangady,IND,L,1,No Cases ,"(1):IPC Sections -  143,147,148,153,341,506,352,149 , Other Details - J.F.M.C court,Belthangadi,
C.C.No.338/2002
Date:5-04-2002 
",,"1 charges related to Wantonly giving provocation with intent to cause riot-if rioting be committed-if not committed (IPC Section-153) 
1 charges related to  wrongful restraint (IPC Section-341) 
1 charges related to  criminal intimidation (IPC Section-506) 
1 charges related to  assault or criminal force otherwise than on grave provocation (IPC Section-352) 
1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 
1 charges related to Punishment (IPC Section-143) 
1 charges related to  rioting (IPC Section-147) 
1 charges related to Rioting, armed with deadly weapon (IPC Section-148) 
",8th,580738,1150000,1730738,400000,Y 
202,K.PRABHAKARA BANGERA,Belthangady,BJP,L,0,No Cases ,No Cases,,,10th,0,2200000,2200000,64480,Y 
203,RAGHU DHARMA SEN,Belthangady,BSP,L,0,No Cases ,No Cases,,,post_graduate,87245,279000,366245,7500,N 
204,K.GANGADHARA GOWDA,Belthangady,JD(S),L,0,No Cases ,No Cases,,,not_given,0,0,0,0,N 
205,RUDRESH GOWDA. Y. N,Belur,INC,W,0,No Cases ,No Cases,,,graduate_professional,20196433,38205000,58401433,276000,Y 
206,YOGESHA,Belur,BSP,L,0,No Cases ,No Cases,,,12th,700000,745530,1445530,620000,Y 
207,SHIVARUDRAPPA. B.,Belur,BJP,L,3,No Cases ,"(1):IPC Sections -  409 , Other Details - C.C.448/2006,449/2006,450/2006,451/2006 
(2):IPC Sections -  409,462,468,and471 , Other Details - 452/2006,453/2006,454/2006 
(3):IPC Sections -  409,465,471,420 read with 34 IPC Layout police staiton , Hassan , Other Details - 447/2006 
",,"3 charges related to Criminal breach of trust by public servant, or by banker, merchant or agent (IPC Section-409) 
1 charges related to  forgery (IPC Section-465) 
1 charges related to Using as genuine a forged document or electronic record (IPC Section-471) 
1 charges related to Cheating and dishonestly inducing delivery of property (IPC Section-420) 
1 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 
1 charges related to  same offence when committed by person entrusted with custody (IPC Section-462) 
1 charges related to Forgery for purpose of cheating (IPC Section-468) 
",post_graduate,6150000,0,6150000,0,N 
208,E. H. LAKSHMANA,Belur,IND,L,0,No Cases ,No Cases,,,12th,5100000,11100000,16200000,2000000,N 
209,H. B. APPANNAIAH,Belur,JD(S),L,0,No Cases ,No Cases,,,not_given,0,0,0,0,N 
210,B. M. POORNESH,Belur,IND,L,0,No Cases ,No Cases,,,not_given,35000,50000,85000,0,N 
211,APPAJI.M.J,Bhadravati,JD(S),L,0,No Cases ,No Cases,,,10th,1551500,5281216,6832716,209709,N 
212,AKHIL AHMED,Bhadravati,IND,L,0,No Cases ,No Cases,,,12th,10000,150000,160000,25000,N 
213,AYANUR MANJUNATHA,Bhadravati,BJP,L,0,No Cases ,No Cases,,,graduate,770109,7796500,8566609,2193674,N 
214,BABAJAN,Bhadravati,SP,L,0,No Cases ,No Cases,,,10th,325000,1200000,1525000,1000000,Y 
215,B.K.SANGAMESHWARA,Bhadravati,INC,W,4,No Cases ,"(1):IPC Sections -   , Other Details - Case No.-27347/07 
(2):IPC Sections -   , Other Details - 138 of N.I Act of 1881,Case No.-27348/07 
(3):IPC Sections -   , Other Details - 127(2) of Respresentation of Peoples Act,Case No.-4276/06 
(4):IPC Sections -  323, 324, 506, 143, 34 , Other Details - Case No.-80/2008 
","1 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324) 
","1 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 
1 charges related to  voluntarily causing hurt (IPC Section-323) 
1 charges related to  criminal intimidation (IPC Section-506) 
1 charges related to Punishment (IPC Section-143) 
",10th,2972473,54800000,57772473,1840800,Y 
216,C.MAHESHAKUMARA,Bhadravati,BSP,L,7,No Cases ,"(1):IPC Sections -  448, 41, 427, 506 , Other Details - Court.1st ACMM court, Bangalore-2
Case No.24906/2005, 
Appealed in Karnataka High Court, Criminal Petition No.5502/06, stay order was given on 29-11-2006  
(2):IPC Sections -  364(A), 365, , Other Details - C.C.NO.17570/2007
Court.1st ACMM court, Bangalore-2  
(3):IPC Sections -  406,420,467,468 , Other Details - C.C.NO.6690/2006
4th ACMM Court, Banglore 
Appealed in Karnataka High Court, Criminal Petition No.2329/07, stay order was given on 29-06-2007 
(4):IPC Sections -  406,420,423,465,405 , Other Details - Crime No.50/2000
4th ACMM Court, Banglore 
(5):IPC Sections -  506 , Other Details - Crime No.N109/2004, in inquiry state in Siddhapura P.S.
Court:2nd ACMM court, Bangalore  
(6):IPC Sections -  341,342,365,384,506 , Other Details - C.C.No.285/2005 
Court:CJM court, Shimoga 
Appealed in Karnataka High Court, Criminal Petition No.5478/07 
(7):IPC Sections -  302 , Other Details - S.C.No.79/1996, 
court:3rd fast track court 
Appealed in Karnataka High Court, Criminal Petition No.1745/05, on 28-04-2005 documents were asked for inquiry from the session court  
","2 charges related to Kidnapping or abducting with intent secretly and wrongfully to confine person (IPC Section-365) 
1 charges related to Murder (IPC Section-302) 
1 charges related to Kidnapping for ransom, etc. (IPC Section-364A) 
1 charges related to  extortion (IPC Section-384) 
","3 charges related to  criminal intimidation (IPC Section-506) 
2 charges related to  criminal breach of trust (IPC Section-406) 
2 charges related to Cheating and dishonestly inducing delivery of property (IPC Section-420) 
1 charges related to Forgery of valuable security, will, etc. (IPC Section-467) 
1 charges related to Forgery for purpose of cheating (IPC Section-468) 
1 charges related to Dishonest or fraudulent execution of deed of transfer containing false statement of consideration (IPC Section-423) 
1 charges related to  forgery (IPC Section-465) 
1 charges related to Criminal breach of trust (IPC Section-405) 
1 charges related to  wrongful restraint (IPC Section-341) 
1 charges related to  wrongful Confinement (IPC Section-342) 
1 charges related to  house-trespass (IPC Section-448) 
1 charges related to Special law (IPC Section-41) 
1 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427) 
",graduate,6839000,12450000,19289000,29750000,Y 
217,S.SATHISHA,Bhadravati,SUP,L,0,No Cases ,No Cases,,,graduate,1560000,300000,1860000,1200000,N 
218,PRAKASH KHANDRE,Bhalki,BJP,L,8,No Cases ,"(1):IPC Sections -   , Other Details - Section 24 of Consumer Protection Act,C C No.-911/2002 
(2):IPC Sections -   , Other Details - CC No.-181/2005 
(3):IPC Sections -   , Other Details - CC No.-283/2005 
(4):IPC Sections -  171 , Other Details - Cr. No.-28/2008 
(5):IPC Sections -   , Other Details - Case No.-35/05 
(6):IPC Sections -   , Other Details - Crm. No.-2886/08 
(7):IPC Sections -   , Other Details - Civil No.-4932/07 
(8):IPC Sections -   , Other Details - Civil APL No.-5475/05 
",,"1 charges related to Wearing grab or carrying token used by public servant with fraudulent intent (IPC Section-171) 
",graduate,14556599,4962776,19519375,1341179,Y 
219,NARSING S/O KISHANRAO,Bhalki,SP,L,0,No Cases ,No Cases,,,graduate_professional,25000,160000,185000,11000,N 
220,ANIL P BHUSARE,Bhalki,JD(S),L,0,No Cases ,No Cases,,,5th,1170000,12019000,13189000,1160000,Y 
221,YADAVARAO KANSE,Bhalki,BSP,L,1,No Cases ,"(1):IPC Sections -   , Other Details - C.C.NO 300/06 
",,,10th,420600,6000000,6420600,1500000,Y 
222,J D NAIK,Bhatkal,INC,W,0,No Cases ,No Cases,,,graduate_professional,1280000,6650000,7930000,2975000,N 
223,NAIK PARAMESHWAR TIPPAYYA,Bhatkal,JD(S),L,0,No Cases ,No Cases,,,not_given,582823,400000,982823,471437,N 
224,S M ZAKRIYA,Bhatkal,IND,L,0,No Cases ,No Cases,,,5th,0,0,0,0,N 
225,NAIK SHIVANANDA NARAYANA,Bhatkal,BJP,L,0,No Cases ,No Cases,,,12th,1610224,2129000,3739224,196460,Y 
226,BHUSHAN NAIK,Bhatkal,IND,L,0,No Cases ,No Cases,,,12th,0,200000,200000,31750,N 
227,SHETTY GIRISHA LOKESHWAR,Bhatkal,RAHS,L,0,No Cases ,No Cases,,,12th,240000,400000,640000,85000,N 
228,YASHODHARA GANAPA NAIK,Bhatkal,SP,L,0,No Cases ,No Cases,,,10th,32390198,88800000,121190198,6840999,N 
229,SANTOSHA HANUMANTHA PRABHU,Bhatkal,BSP,L,0,No Cases ,No Cases,,,10th,291500,250000,541500,2500,Y 
230,RAHEEM KHAN,Bidar,BSP,L,0,No Cases ,No Cases,,,12th,6839333,10061795,16901128,619390,Y 
231,RAGHUNATHRAO MALKAPURE,Bidar,BJP,L,0,No Cases ,No Cases,,,others,3364847,898760,4263607,0,Y 
232,GURUPADAPPA NAGMARPALLY,Bidar,INC,W,0,No Cases ,No Cases,,,10th,11300000,0,11300000,0,Y 
233,RAJSHRI SHIRIKANTH SWAMY,Bidar,JD(S),L,0,No Cases ,No Cases,,,graduate_professional,405000,8200000,8605000,1100000,Y 
234,BANDEPPA KHASHEMPUR,Bidar South,JD(S),W,0,No Cases ,No Cases,,,not_given,7036600,28900000,35936600,3038000,Y 
235,ABDUL SAMAD SIDDIQUI ADVOCATE,Bidar South,INC,L,0,No Cases ,No Cases,,,graduate_professional,510000,1400000,1910000,0,N 
236,NAGESH DANDE,Bidar South,RPI,L,1,No Cases ,"(1):IPC Sections -  143, 147, 148, 324, 506, 149 , Other Details - 3&4 of PPP in all cases NTPS CC no.375/07, CC 273/07, CC 268/07 & GGPS CC 274/07, CC 266/07 
","1 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324) 
","1 charges related to  criminal intimidation (IPC Section-506) 
1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 
1 charges related to Punishment (IPC Section-143) 
1 charges related to  rioting (IPC Section-147) 
1 charges related to Rioting, armed with deadly weapon (IPC Section-148) 
",graduate,0,0,0,0,N 
237,SANJAY KHENY,Bidar South,BJP,L,0,No Cases ,No Cases,,,12th,2672000,23235000,25907000,0,Y 
238,ADVOCATE MOULVI ZAMERODDIN,Bidar South,NDEP,L,0,No Cases ,No Cases,,,graduate_professional,200,0,200,0,N 
239,MHOD AMZAD KHAN,Bidar South,SP,L,0,No Cases ,No Cases,,,12th,100000,50000,150000,120000,N 
240,M NASIMODDIN N PATEL,Bidar South,BSP,L,0,No Cases ,No Cases,,,10th,3348907,1500000,4848907,1572930,N 
241,BHASKER BABU PATARPALLI,Bidar South,ANC,L,0,No Cases ,No Cases,,,graduate_professional,5000,800000,805000,294000,N 
242,MAHABARI BANDENAWAJ HUSSAINSAB,Bijapur City,JD(S),L,0,No Cases ,No Cases,,,others,244952,2120000,2364952,724653,Y 
243,SHIRUR SIDDANNA LAGAMANNA,Bijapur City,ABHM,L,1,No Cases ,"(1):IPC Sections -  323,324,504,344 , Other Details - J.M.F.C.Court Vijapur 
C.no.18/2008 
","1 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324) 
1 charges related to Wrongful confinement for ten or more days (IPC Section-344) 
","1 charges related to  voluntarily causing hurt (IPC Section-323) 
1 charges related to Intentional insult with intent to 	provoke breach of the peace (IPC Section-504) 
",graduate,120000,0,120000,0,N 
244,RAJUGOUD NANAGOUD PATIL (KANNUR),Bijapur City,BSP,L,0,No Cases ,No Cases,,,graduate,115200,1200000,1315200,285000,Y 
245,APPASAHEB (APPU) MALLAPPA PATTANASHETTI,Bijapur City,BJP,W,0,No Cases ,No Cases,,,others,457777,7200000,7657777,20000,Y 
246,TAVARGERI SHASHIKANT SHRINIVAS,Bijapur City,JD(U),L,0,No Cases ,No Cases,,,10th,108000,350000,458000,0,N 
247,AJAYKUMAR SARANAYAK,Bilgi,INC,L,0,No Cases ,No Cases,,,10th,13065870,200385000,213450870,87305454,Y 
248,HARIJAN VASU MUTTAPPA,Bilgi,BSP,L,0,No Cases ,No Cases,,,10th,0,60000,60000,0,N 
249,BASAVPRABHU APPASAHEB SARANADAGOUDA(HONNYAL DESAI),Bilgi,JD(S),L,0,No Cases ,No Cases,,,graduate,2508350,4714285,7222635,0,Y 
250,BASAVARAJ HANAMANTH BANDIVADDAR,Bilgi,ABMSD,L,0,No Cases ,No Cases,,,5th,0,150000,150000,0,N 
251,MURUGESH RUDRAPPA NIRANI,Bilgi,BJP,W,1,"(1):IPC Sections -   , Other Details - CR No. 143/08 Under Section 138 of Electricity Act. Has Been Registered in HESCOM Vigiilance Police Station Bagalkot and Charges Not Yet Been Framed By District and Session Court, Bagalkot. The Offence is Punishable With an Imprisonment of 6 Months or Fine Which May Extend Up to Rs. 20000/- 
 ",No Cases,,,graduate_professional,10318250,39200000,49518250,2723582,Y 
